lon,lat,temperature_2m,precipitation,cloud_cover,wind_speed_10m,last_updated
0.86,42.58,21.7,0.0,0,5.1,2026-07-17T16:10:06Z
1.11,42.58,25.0,0.0,0,2.81,2026-07-17T16:10:06Z
1.36,42.58,22.2,0.0,0,3.06,2026-07-17T16:10:06Z
1.61,42.58,21.8,0.0,0,4.56,2026-07-17T16:10:06Z
1.86,42.58,17.4,0.0,0,3.33,2026-07-17T16:10:06Z
2.11,42.58,21.2,0.0,0,4.34,2026-07-17T16:10:06Z
2.36,42.58,30.4,0.0,0,3.22,2026-07-17T16:10:06Z
2.61,42.58,31.2,0.0,100,3.18,2026-07-17T16:10:06Z
2.86,42.58,34.8,0.0,6,3.54,2026-07-17T16:10:06Z
3.11,42.58,27.6,0.0,1,5.77,2026-07-17T16:10:06Z
3.36,42.58,26.5,0.0,0,5.67,2026-07-17T16:10:06Z
3.61,42.58,26.6,0.0,0,5.16,2026-07-17T16:10:06Z
3.86,42.58,26.6,0.0,0,3.99,2026-07-17T16:10:06Z
4.11,42.58,26.5,0.0,0,3.94,2026-07-17T16:10:06Z
4.36,42.58,25.8,0.0,0,3.58,2026-07-17T16:10:06Z
4.61,42.58,26.2,0.0,0,2.47,2026-07-17T16:10:06Z
4.86,42.58,26.5,0.0,0,3.14,2026-07-17T16:10:06Z
5.11,42.58,27.0,0.0,0,3.64,2026-07-17T16:10:06Z
5.36,42.58,27.0,0.0,0,4.36,2026-07-17T16:10:06Z
5.61,42.58,27.2,0.0,0,4.79,2026-07-17T16:10:06Z
5.86,42.58,27.3,0.0,0,4.92,2026-07-17T16:10:06Z
6.11,42.58,27.1,0.0,0,4.72,2026-07-17T16:10:06Z
6.36,42.58,27.1,0.0,0,4.57,2026-07-17T16:10:06Z
6.61,42.58,27.0,0.0,0,5.0,2026-07-17T16:10:06Z
6.86,42.58,27.0,0.0,0,4.61,2026-07-17T16:10:06Z
7.11,42.58,27.1,0.0,0,4.53,2026-07-17T16:10:06Z
7.36,42.58,27.2,0.0,1,4.71,2026-07-17T16:10:06Z
7.61,42.58,27.5,0.0,21,4.84,2026-07-17T16:10:06Z
7.86,42.58,27.6,0.0,19,4.62,2026-07-17T16:10:06Z
8.11,42.58,27.8,0.0,6,4.37,2026-07-17T16:10:06Z
8.375,42.5625,28.6,0.0,29,4.78,2026-07-17T16:10:06Z
8.6875,42.5,29.9,0.0,52,4.11,2026-07-17T16:10:06Z
8.875,42.5625,28.3,0.0,60,2.94,2026-07-17T16:10:06Z
9.125,42.5625,29.0,0.0,55,3.16,2026-07-17T16:10:06Z
9.375,42.5625,29.8,0.0,50,1.08,2026-07-17T16:10:06Z
9.625,42.5625,29.5,0.0,1,2.08,2026-07-17T16:10:06Z
-5.14,42.83,25.8,0.0,73,1.9,2026-07-17T16:10:06Z
